Link,CSS Path,Is Feature?,Text,Feature Validation (Yes/No),Customer Type Validation,Hardware Component
https://www.korbyt.com/engagement/solutions/,"html[lang=""en-US""][prefix=""og: https://ogp.me/ns#""]:nth-child(1) > body.page-template-default.page.page-id-7497.page-parent.wp-custom-logo.group-blog.ast-single-post.ast-inherit-site-logo-transparent.ast-hfb-header.ast-desktop.ast-page-builder-template.ast-no-sidebar.ast-full-width-primary-header.ast-full-width-layout.ast-sticky-main-shrink.ast-sticky-header-shrink.ast-inherit-site-logo-sticky.ast-primary-sticky-enabled.elementor-default.elementor-kit-9.elementor-page.elementor-page-7497.e--ua-blink.e--ua-chrome.e--ua-mac.e--ua-webkit.ast-mouse-clicked[itemtype=""https://schema.org/WebPage""][itemscope=""itemscope""]:nth-child(2) > div#page.hfeed.site:nth-child(11) > div#content.site-content:nth-child(2) > div.ast-container:nth-child(1) > div#primary.content-area.primary:nth-child(1) > main#main.site-main:nth-child(1) > article#post-7497.post-7497.page.type-page.status-publish.has-post-thumbnail.ast-article-single[itemtype=""https://schema.org/CreativeWork""][itemscope=""itemscope""]:nth-child(1) > div.entry-content.clear[itemprop=""text""]:nth-child(2) > div.elementor.elementor-7497:nth-child(1) > div.elementor-inner:nth-child(1) > div.elementor-section-wrap:nth-child(1) > section.elementor-section.elementor-top-section.elementor-element.elementor-element-00ba7f2.elementor-section-boxed.elementor-section-height-default.elementor-section-height-default.lazyloaded:nth-child(3) > div.elementor-container.elementor-column-gap-default:nth-child(1) > div.elementor-row:nth-child(1) > div.elementor-column.elementor-col-100.elementor-top-column.elementor-element.elementor-element-31d9e40:nth-child(1) > div.elementor-column-wrap.elementor-element-populated:nth-child(1) > div.elementor-widget-wrap:nth-child(1) > section.elementor-section.elementor-inner-section.elementor-element.elementor-element-72560d4.elementor-section-full_width.elementor-section-content-middle.elementor-section-height-default.nitro-offscreen:nth-child(6) > div.elementor-container.elementor-column-gap-default:nth-child(1) > div.elementor-row:nth-child(1) > div.elementor-column.elementor-col-50.elementor-inner-column.elementor-element.elementor-element-d5233f9:nth-child(2) > div.elementor-column-wrap.elementor-element-populated:nth-child(1) > div.elementor-widget-wrap:nth-child(1) > div.elementor-element.elementor-element-3fe38c2.elementor-widget.elementor-widget-text-editor:nth-child(2) > div.elementor-widget-container:nth-child(1) > div.elementor-text-editor.elementor-clearfix:nth-child(1) > p:nth-child(1)",0.5,"Korbyt Anywhere supercharges your investment in the Microsoft ecosystem, extending its capabilities to reach your employees with targeted information in any location. Together they align your workforce for the outcomes needed to achieve your goals: more engagement, more collaboration, more productivity.",,,
https://www.korbyt.com/,"html[lang=""en-US""][prefix=""og: https://ogp.me/ns#""]:nth-child(1) > head:nth-child(1)",0,google tag manager,,,
https://www.korbyt.com/,"html[lang=""en-US""][prefix=""og: https://ogp.me/ns#""]:nth-child(1) > head:nth-child(1)",0,end google tag manager,,,
https://www.korbyt.com/,"html[lang=""en-US""][prefix=""og: https://ogp.me/ns#""]:nth-child(1) > head:nth-child(1)",0,search engine optimization by rank math pro - https://s.rankmath.com/home,,,
https://www.korbyt.com/,"html[lang=""en-US""][prefix=""og: https://ogp.me/ns#""]:nth-child(1) > head:nth-child(1) > title:nth-child(12)",0,workplace communications platform | korbyt anywhere,,,
https://www.korbyt.com/,"html[lang=""en-US""][prefix=""og: https://ogp.me/ns#""]:nth-child(1) > head:nth-child(1)",0,/rank math wordpress seo plugin,,,
https://www.korbyt.com/,"html[lang=""en-US""][prefix=""og: https://ogp.me/ns#""]:nth-child(1) > head:nth-child(1)",0,"[if ie]>
	<script src='https://www.korbyt.com/engagement/wp-content/themes/astra/assets/js/minified/flexibility.min.js?ver=3.8.3' id='astra-flexibility-js'></script>
	<script id='astra-flexibility-js-after'>
	flexibility(document.documentelement);
	</script>
	<![endif]",,,
https://www.korbyt.com/,"html[lang=""en-US""][prefix=""og: https://ogp.me/ns#""]:nth-child(1) > body.home.page-template-default.page.page-id-12659.wp-custom-logo.group-blog.ast-single-post.ast-inherit-site-logo-transparent.ast-hfb-header.ast-desktop.ast-page-builder-template.ast-no-sidebar.ast-full-width-primary-header.ast-full-width-layout.ast-sticky-main-shrink.ast-sticky-header-shrink.ast-inherit-site-logo-sticky.ast-primary-sticky-enabled.elementor-default.elementor-kit-9.elementor-page.elementor-page-12659.e--ua-blink.e--ua-chrome.e--ua-mac.e--ua-webkit.ast-mouse-clicked[itemtype=""https://schema.org/WebPage""][itemscope=""itemscope""]:nth-child(2)",0,google tag manager (noscript),,,
https://www.korbyt.com/,"html[lang=""en-US""][prefix=""og: https://ogp.me/ns#""]:nth-child(1) > body.home.page-template-default.page.page-id-12659.wp-custom-logo.group-blog.ast-single-post.ast-inherit-site-logo-transparent.ast-hfb-header.ast-desktop.ast-page-builder-template.ast-no-sidebar.ast-full-width-primary-header.ast-full-width-layout.ast-sticky-main-shrink.ast-sticky-header-shrink.ast-inherit-site-logo-sticky.ast-primary-sticky-enabled.elementor-default.elementor-kit-9.elementor-page.elementor-page-12659.e--ua-blink.e--ua-chrome.e--ua-mac.e--ua-webkit.ast-mouse-clicked[itemtype=""https://schema.org/WebPage""][itemscope=""itemscope""]:nth-child(2)",0,end google tag manager (noscript),,,
https://www.korbyt.com/,"html[lang=""en-US""][prefix=""og: https://ogp.me/ns#""]:nth-child(1) > body.home.page-template-default.page.page-id-12659.wp-custom-logo.group-blog.ast-single-post.ast-inherit-site-logo-transparent.ast-hfb-header.ast-desktop.ast-page-builder-template.ast-no-sidebar.ast-full-width-primary-header.ast-full-width-layout.ast-sticky-main-shrink.ast-sticky-header-shrink.ast-inherit-site-logo-sticky.ast-primary-sticky-enabled.elementor-default.elementor-kit-9.elementor-page.elementor-page-12659.e--ua-blink.e--ua-chrome.e--ua-mac.e--ua-webkit.ast-mouse-clicked[itemtype=""https://schema.org/WebPage""][itemscope=""itemscope""]:nth-child(2) > a.skip-link.screen-reader-text[href=""#content""][role=""link""][title=""Skip to content""]:nth-child(10)",0,skip to content,,,
https://www.korbyt.com/,"html[lang=""en-US""][prefix=""og: https://ogp.me/ns#""]:nth-child(1) > body.home.page-template-default.page.page-id-12659.wp-custom-logo.group-blog.ast-single-post.ast-inherit-site-logo-transparent.ast-hfb-header.ast-desktop.ast-page-builder-template.ast-no-sidebar.ast-full-width-primary-header.ast-full-width-layout.ast-sticky-main-shrink.ast-sticky-header-shrink.ast-inherit-site-logo-sticky.ast-primary-sticky-enabled.elementor-default.elementor-kit-9.elementor-page.elementor-page-12659.e--ua-blink.e--ua-chrome.e--ua-mac.e--ua-webkit.ast-mouse-clicked[itemtype=""https://schema.org/WebPage""][itemscope=""itemscope""]:nth-child(2) > div#page.hfeed.site:nth-child(11) > header#masthead.site-header.header-main-layout-1.ast-primary-menu-enabled.ast-logo-title-inline.ast-hide-custom-menu-mobile.ast-builder-menu-toggle-link.ast-mobile-header-inline[itemtype=""https://schema.org/WPHeader""][itemscope=""itemscope""][itemid=""#masthead""]:nth-child(1) > div#ast-desktop-header:nth-child(1) > div.ast-above-header-wrap:nth-child(1) > div.ast-above-header-bar.ast-above-header.site-header-focus-item:nth-child(1) > div.site-above-header-wrap.ast-builder-grid-row-container.site-header-focus-item.ast-container:nth-child(1) > div.ast-builder-grid-row.ast-builder-grid-row-has-sides.ast-builder-grid-row-no-center:nth-child(1) > div.site-header-above-section-right.site-header-section.ast-flex.ast-grid-right-section:nth-child(2) > aside.header-widget-area.widget-area.site-header-focus-item:nth-child(1) > div.header-widget-area-inner.site-info-inner:nth-child(1) > section#elementor-library-2.widget.widget_elementor-library:nth-child(1) > div.elementor.elementor-110:nth-child(1) > div.elementor-section-wrap:nth-child(1) > section.elementor-section.elementor-top-section.elementor-element.elementor-element-6ad4248.elementor-section-content-top.elementor-section-full_width.elementor-section-height-min-height.elementor-section-items-stretch.elementor-section-height-default:nth-child(1) > div.elementor-container.elementor-column-gap-no:nth-child(1) > div.elementor-row:nth-child(1) > div.elementor-column.elementor-col-100.elementor-top-column.elementor-element.elementor-element-972fbbf:nth-child(1) > div.elementor-column-wrap.elementor-element-populated:nth-child(1) > div.elementor-widget-wrap:nth-child(1) > div.elementor-element.elementor-element-fe5b4af.elementor-icon-list--layout-inline.elementor-align-right.elementor-list-item-link-full_width.elementor-widget.elementor-widget-icon-list:nth-child(1) > div.elementor-widget-container:nth-child(1) > ul.elementor-icon-list-items.elementor-inline-items:nth-child(1) > li.elementor-icon-list-item.elementor-inline-item:nth-child(1) > a[href=""/engagement/contact-us/""]:nth-child(1) > span.elementor-icon-list-text:nth-child(2)",0,contact us,,,
https://www.korbyt.com/,"html[lang=""en-US""][prefix=""og: https://ogp.me/ns#""]:nth-child(1) > body.home.page-template-default.page.page-id-12659.wp-custom-logo.group-blog.ast-single-post.ast-inherit-site-logo-transparent.ast-hfb-header.ast-desktop.ast-page-builder-template.ast-no-sidebar.ast-full-width-primary-header.ast-full-width-layout.ast-sticky-main-shrink.ast-sticky-header-shrink.ast-inherit-site-logo-sticky.ast-primary-sticky-enabled.elementor-default.elementor-kit-9.elementor-page.elementor-page-12659.e--ua-blink.e--ua-chrome.e--ua-mac.e--ua-webkit.ast-mouse-clicked[itemtype=""https://schema.org/WebPage""][itemscope=""itemscope""]:nth-child(2) > div#page.hfeed.site:nth-child(11) > header#masthead.site-header.header-main-layout-1.ast-primary-menu-enabled.ast-logo-title-inline.ast-hide-custom-menu-mobile.ast-builder-menu-toggle-link.ast-mobile-header-inline[itemtype=""https://schema.org/WPHeader""][itemscope=""itemscope""][itemid=""#masthead""]:nth-child(1) > div#ast-desktop-header:nth-child(1) > div.ast-above-header-wrap:nth-child(1) > div.ast-above-header-bar.ast-above-header.site-header-focus-item:nth-child(1) > div.site-above-header-wrap.ast-builder-grid-row-container.site-header-focus-item.ast-container:nth-child(1) > div.ast-builder-grid-row.ast-builder-grid-row-has-sides.ast-builder-grid-row-no-center:nth-child(1) > div.site-header-above-section-right.site-header-section.ast-flex.ast-grid-right-section:nth-child(2) > aside.header-widget-area.widget-area.site-header-focus-item:nth-child(1) > div.header-widget-area-inner.site-info-inner:nth-child(1) > section#elementor-library-2.widget.widget_elementor-library:nth-child(1) > div.elementor.elementor-110:nth-child(1) > div.elementor-section-wrap:nth-child(1) > section.elementor-section.elementor-top-section.elementor-element.elementor-element-6ad4248.elementor-section-content-top.elementor-section-full_width.elementor-section-height-min-height.elementor-section-items-stretch.elementor-section-height-default:nth-child(1) > div.elementor-container.elementor-column-gap-no:nth-child(1) > div.elementor-row:nth-child(1) > div.elementor-column.elementor-col-100.elementor-top-column.elementor-element.elementor-element-972fbbf:nth-child(1) > div.elementor-column-wrap.elementor-element-populated:nth-child(1) > div.elementor-widget-wrap:nth-child(1) > div.elementor-element.elementor-element-fe5b4af.elementor-icon-list--layout-inline.elementor-align-right.elementor-list-item-link-full_width.elementor-widget.elementor-widget-icon-list:nth-child(1) > div.elementor-widget-container:nth-child(1) > ul.elementor-icon-list-items.elementor-inline-items:nth-child(1) > li.elementor-icon-list-item.elementor-inline-item:nth-child(2) > a[href=""https://www.korbyt.com/login?redirect=home""][target=""_blank""]:nth-child(1) > span.elementor-icon-list-text:nth-child(2)",0,login,,,
https://www.korbyt.com/,"html[lang=""en-US""][prefix=""og: https://ogp.me/ns#""]:nth-child(1) > body.home.page-template-default.page.page-id-12659.wp-custom-logo.group-blog.ast-single-post.ast-inherit-site-logo-transparent.ast-hfb-header.ast-desktop.ast-page-builder-template.ast-no-sidebar.ast-full-width-primary-header.ast-full-width-layout.ast-sticky-main-shrink.ast-sticky-header-shrink.ast-inherit-site-logo-sticky.ast-primary-sticky-enabled.elementor-default.elementor-kit-9.elementor-page.elementor-page-12659.e--ua-blink.e--ua-chrome.e--ua-mac.e--ua-webkit.ast-mouse-clicked[itemtype=""https://schema.org/WebPage""][itemscope=""itemscope""]:nth-child(2) > div#page.hfeed.site:nth-child(11) > header#masthead.site-header.header-main-layout-1.ast-primary-menu-enabled.ast-logo-title-inline.ast-hide-custom-menu-mobile.ast-builder-menu-toggle-link.ast-mobile-header-inline[itemtype=""https://schema.org/WPHeader""][itemscope=""itemscope""][itemid=""#masthead""]:nth-child(1) > div#ast-desktop-header:nth-child(1) > div.ast-main-header-wrap.main-header-bar-wrap:nth-child(2) > div:nth-child(1) > div.ast-primary-header-bar.ast-primary-header.main-header-bar.site-header-focus-item:nth-child(1) > div.site-primary-header-wrap.ast-builder-grid-row-container.site-header-focus-item.ast-container:nth-child(1) > div.ast-builder-grid-row.ast-builder-grid-row-has-sides.ast-builder-grid-row-no-center:nth-child(1) > div.site-header-primary-section-left.site-header-section.ast-flex.site-header-section-left:nth-child(1) > div.ast-builder-layout-element.ast-flex.site-header-focus-item:nth-child(1)",0,.site-branding,,,
